n,t
1,3.3530013752169907e-06
1,2.8629947337321937e-06
1,1.4670004020445049e-06
1,3.2819953048601747e-06
1,3.4230033634230494e-06
2,3.3530013752169907e-06
2,3.3530013752169907e-06
2,4.8190049710683525e-06
2,3.3530013752169907e-06
2,4.818997695110738e-06
3,3.282002580817789e-06
3,4.818997695110738e-06
3,3.3519972930662334e-06
3,4.330002411734313e-06
4,4.818997695110738e-06
4,5.587004125118256e-06
5,6.634996680077165e-06
5,6.075999408494681e-06
6,6.704998668283224e-06
6,6.216003384906799e-06
7,7.68299651099369e-06
7,7.053997251205146e-06
8,7.0540045271627605e-06
9,1.0686002497095615e-05
10,1.229200279340148e-05
11,1.3338998542167246e-05
12,1.1593001545406878e-05
13,1.3409000530373305e-05
14,1.6482998034916818e-05
16,1.7599995771888644e-05
17,2.2348998754750937e-05
19,3.778399695875123e-05
21,2.716800372581929e-05
23,3.659700450953096e-05
26,4.874899605056271e-05
28,4.728299973066896e-05
31,6.383499567164108e-05
34,6.669900176348165e-05
37,6.781599950045347e-05
41,7.249500049510971e-05
45,0.00010622899571899325
50,0.00010790499800350517
55,0.00011579700367292389
60,0.0001315810004598461
66,0.00014052099868422374
73,0.0001632189960218966
80,0.00017781600035959855
88,0.0002044950015260838
97,0.00027245000092079863
107,0.00026260300364810973
117,0.00033789200097089633
129,0.0003357960013090633
142,0.0003950219979742542
156,0.0004222599964123219
172,0.00045522500295192003
189,0.0006203299999469891
208,0.0007140559973777272
229,0.0007465320013579912
252,0.0007864119979785755
277,0.0008396310004172847
304,0.0009747740041348152
335,0.001115572995331604
368,0.0012694340039161034
405,0.0013931920038885437
446,0.001634843007195741
490,0.0018049760037683882
539,0.0019842580004478805
593,0.0022146640039863996
653,0.0025647090005804785
718,0.0032833740042406134
790,0.0032904980034800246
869,0.0036072980001335964
956,0.004475003996049054
1051,0.004395246003696229
1156,0.005437136998807546
1272,0.0062859870013198815
1399,0.0064618469987181015
1539,0.007638741000846494
1693,0.00844421899819281
1862,0.009728947996336501
1,6.14600139670074e-06
1,4.679997800849378e-06
1,4.260000423528254e-06
1,4.60900628240779e-06
1,4.749002982862294e-06
2,4.749999789055437e-06
2,4.330999217927456e-06
2,4.680005076806992e-06
2,4.4000043999403715e-06
2,4.749999789055437e-06
3,4.8190049710683525e-06
3,3.3520045690238476e-06
3,3.841996658593416e-06
3,3.7720019463449717e-06
4,7.613001798745245e-06
4,5.169000360183418e-06
5,7.542999810539186e-06
5,4.749002982862294e-06
6,4.189998435322195e-06
6,6.14600139670074e-06
7,8.102004358079284e-06
7,7.681999704800546e-06
8,6.775000656489283e-06
9,1.0126997949555516e-05
10,9.63800266617909e-06
11,9.429000783711672e-06
12,2.032399788731709e-05
13,1.515600160928443e-05
14,1.7181002476718277e-05
16,3.0520997825078666e-05
17,3.2894997275434434e-05
19,2.660899917827919e-05
21,2.3676999262534082e-05
23,3.2894997275434434e-05
26,3.289599408162758e-05
28,5.349900311557576e-05
31,6.81649980833754e-05
34,6.809500337112695e-05
37,6.474200199590996e-05
41,8.73019962455146e-05
45,8.436799544142559e-05
50,0.00011216499842703342
55,0.00012354899808997288
60,0.0001764190019457601
66,0.0001316499983659014
73,0.0001676880056038499
80,0.0001959040018846281
88,0.00024674899759702384
97,0.00025911099510267377
107,0.00033223500213352963
117,0.0003174279991071671
129,0.0003632439984357916
142,0.00038119300006655976
156,0.0004345519992057234
172,0.0005010410022805445
189,0.000587085000006482
208,0.0006951300019863993
229,0.0008470339962514117
252,0.0008619099971838295
277,0.0009218339982908219
304,0.0010601890026009642
335,0.0011572680014069192
368,0.0012516240021795966
405,0.001362810995487962
446,0.0015233759986585937
490,0.0016668300013407134
539,0.00195590200019069
593,0.0022132679951027967
653,0.002324593995581381
718,0.002718010000535287
790,0.002987596999446396
869,0.0035717490027309395
956,0.004036541002278682
1051,0.004144724996876903
1156,0.004682642000261694
1272,0.00526658399758162
1399,0.005956755005172454
1539,0.007335700000112411
1693,0.00740721700276481
1862,0.00878322899370687
