n,t
1,4.678997356677428e-06
1,6.145997758721933e-06
1,4.329998773755506e-06
1,1.0337000276194885e-05
1,3.7720019463449717e-06
2,8.241000614361838e-06
2,6.704998668283224e-06
2,4.748999344883487e-06
2,6.704998668283224e-06
2,4.260000423528254e-06
3,4.679997800849378e-06
3,4.750003427034244e-06
3,4.680001438828185e-06
3,4.679997800849378e-06
4,6.2159997469279915e-06
4,4.818997695110738e-06
5,6.2159997469279915e-06
5,6.704998668283224e-06
6,6.6350003180559725e-06
6,9.568000677973032e-06
7,7.123002433218062e-06
7,8.101000275928527e-06
8,9.637999028200284e-06
9,1.676199826761149e-05
10,1.0616000508889556e-05
11,1.1873002222273499e-05
12,1.145399801316671e-05
13,1.9905000954167917e-05
14,1.82290023076348e-05
16,2.0602998120011762e-05
17,2.2068998077884316e-05
19,2.4934000975918025e-05
21,3.820399797405116e-05
23,3.0519997380906716e-05
26,4.8120000428752974e-05
28,5.531400165637024e-05
31,7.389200254692696e-05
34,6.425399988074787e-05
37,7.850099791539833e-05
41,0.00010301600195816718
45,0.00012690199946518987
50,0.00013388499792199582
55,0.00018389199976809323
60,0.00022237499797483906
66,0.00025715500305523165
73,0.0002535940002417192
80,0.0003004569989570882
88,0.00043259599988232367
97,0.00042749799831653945
107,0.0005374280008254573
117,0.0007116109991329722
129,0.0008589069984736852
142,0.0009477450003032573
156,0.0012118140002712607
172,0.0013373880028666463
189,0.00166669000100228
208,0.0017863280008896254
229,0.0025100220009335317
252,0.0027601229994616006
277,0.0033555189984326717
304,0.004165816997556249
335,0.005678716002876172
368,0.0064502519999223296
405,0.007773601999360835
446,0.010006424996390706
490,0.012824236000597011
539,0.015412620999995852
593,0.018788323999615386
653,0.0234204000007594
718,0.028552330000820803
790,0.03493853700274485
869,0.04255751099844929
956,0.05125923299783608
1051,0.06300917299813591
1156,0.07938539200040395
1272,0.09332715799973812
1399,0.11575916599758784
1539,0.1387301379982091
1693,0.1663079040008597
1862,0.21399664700220455
