n,t
1,6.634996680077165e-06
1,1.4659963198937476e-06
1,3.7709978641942143e-06
1,1.3969984138384461e-06
1,3.7709978641942143e-06
2,4.749002982862294e-06
2,4.260997229721397e-06
2,4.818997695110738e-06
2,4.749002982862294e-06
2,4.330002411734313e-06
3,4.330999217927456e-06
3,3.840999852400273e-06
3,4.679000994656235e-06
3,3.7720019463449717e-06
4,5.7969955378212035e-06
4,5.1679962780326605e-06
5,1.3828001101501286e-05
5,4.888002877123654e-06
6,5.727000825572759e-06
6,5.237998266238719e-06
7,6.634996680077165e-06
7,5.238995072431862e-06
8,1.5573998098261654e-05
9,1.0336996638216078e-05
10,1.075599720934406e-05
11,1.1593998351600021e-05
12,9.56900476012379e-06
13,1.424799847882241e-05
14,1.473700103815645e-05
16,1.3479002518579364e-05
17,1.745999907143414e-05
19,2.304800000274554e-05
21,2.479400427546352e-05
23,3.0520997825078666e-05
26,3.904200275428593e-05
28,3.813399962382391e-05
31,5.0634997023735195e-05
34,5.419599619926885e-05
37,6.620900239795446e-05
41,0.0001306729973293841
45,0.00010476200259290636
50,0.00012452700320864096
55,0.00015602500207023695
60,0.0001785139975254424
66,0.00020568200125126168
73,0.0002690980036277324
80,0.00031316799868363887
88,0.00036617700243368745
97,0.00043881199962925166
107,0.0005462979970616288
117,0.0006514779961435124
129,0.0007755859987810254
142,0.0009830839990172535
156,0.0012009189958916977
172,0.0013470970006892458
189,0.001663058006670326
208,0.001996480001253076
229,0.002271654004289303
252,0.0027182880003238097
277,0.0036058300029253587
304,0.0041739879961824045
335,0.005291935995046515
368,0.006374892996973358
405,0.008361943997442722
446,0.010426169996208046
490,0.012433825002517551
539,0.014940704000764526
593,0.01871387400024105
653,0.02280111899744952
718,0.02930284399917582
790,0.03399728899967158
869,0.042272419996152166
956,0.05294163799408125
1051,0.06642810899938922
1156,0.07786558000225341
1272,0.09523193800123408
1399,0.11867762100155232
1539,0.139381898996362
1693,0.1672916899988195
1862,0.20480073300132062
1,6.7739965743385255e-06
1,2.9339935281313956e-06
1,2.3749962565489113e-06
1,2.7940041036345065e-06
1,2.373999450355768e-06
2,3.3530013752169907e-06
2,3.3530013752169907e-06
2,2.444001438561827e-06
2,3.3519972930662334e-06
2,4.888999683316797e-06
3,4.8190049710683525e-06
3,4.8190049710683525e-06
3,2.9340008040890098e-06
3,4.679000994656235e-06
4,4.25999314757064e-06
4,5.5869968491606414e-06
5,8.10199708212167e-06
5,5.797002813778818e-06
6,1.438699837308377e-05
6,6.14600139670074e-06
7,7.542999810539186e-06
7,1.4666999049950391e-05
8,1.410699769621715e-05
9,1.6552003216929734e-05
10,1.0057003237307072e-05
11,1.0545998520683497e-05
12,1.5225996321532875e-05
13,2.1929998183622956e-05
14,1.7599995771888644e-05
16,1.5085999621078372e-05
17,1.7251004464924335e-05
19,2.4793000193312764e-05
21,2.3327003873419017e-05
23,3.0520997825078666e-05
26,3.582900535548106e-05
28,4.616499791154638e-05
31,4.658399848267436e-05
34,6.0971004131715745e-05
37,7.165699935285375e-05
41,8.800000068731606e-05
45,8.820900256978348e-05
50,0.00017977099923882633
55,0.00015260299551300704
60,0.00016657099331496283
66,0.0002137830015271902
73,0.00025373300013598055
80,0.00030262100335676223
88,0.0003981640038546175
97,0.0004419549950398505
107,0.0005200380037422292
117,0.0006909389994689263
129,0.0008460560056846589
142,0.0008855159976519644
156,0.0011346399987814948
172,0.0014464800042333081
189,0.0017623029998503625
208,0.0020260929959476925
229,0.002477754998835735
252,0.002825424999173265
277,0.003822686994681135
304,0.004169517997070216
335,0.005649801998515613
368,0.006564930998138152
405,0.008495132002281025
446,0.009957955000572838
490,0.012004511001578066
539,0.015355002004071139
593,0.01807887699396815
653,0.02272031199390767
718,0.028166597003291827
790,0.035813857000903226
869,0.042285130999516696
956,0.05380417600099463
1051,0.06366854399675503
1156,0.07828776999667753
1272,0.09573821600497467
1399,0.11566606899577891
1539,0.1404096109981765
1693,0.16750344899628544
1862,0.20506550100253662
1,5.2390023483894765e-06
1,3.3530013752169907e-06
1,3.421999281272292e-06
1,1.3969984138384461e-06
1,1.9559956854209304e-06
2,6.075999408494681e-06
2,3.3519972930662334e-06
2,2.8629947337321937e-06
2,4.749999789055437e-06
2,4.749002982862294e-06
3,3.7720019463449717e-06
3,3.421999281272292e-06
3,4.330002411734313e-06
3,3.840999852400273e-06
4,5.237998266238719e-06
4,3.282002580817789e-06
5,4.7489957069046795e-06
5,4.818997695110738e-06
6,7.962000381667167e-06
6,6.634996680077165e-06
7,4.8190049710683525e-06
7,7.194001227617264e-06
8,7.962000381667167e-06
9,1.0475996532477438e-05
10,9.987998055294156e-06
11,1.2919997971039265e-05
12,1.396799780195579e-05
13,1.2361997505649924e-05
14,1.6063997463788837e-05
16,1.8507998902350664e-05
17,1.962499663932249e-05
19,1.9555001927074045e-05
21,2.8844006010331213e-05
23,3.478099824860692e-05
26,3.3803000405896455e-05
28,4.0996994357556105e-05
31,5.3568997827824205e-05
34,6.439400021918118e-05
37,7.08880033926107e-05
41,9.882499580271542e-05
45,9.107299410970882e-05
50,0.00012166399392299354
55,0.00015707300190115348
60,0.0001428949981345795
66,0.0002457709997543134
73,0.0002508690013200976
80,0.00030122500174911693
88,0.0003601710050133988
97,0.0004575300044962205
107,0.0005238079975242727
117,0.0006453329988289624
129,0.0007498150007450022
142,0.0009013000017148443
156,0.001162925000244286
172,0.0014327919998322614
189,0.0017211660015163943
208,0.002053329997579567
229,0.0023949239985086024
252,0.002963569997518789
277,0.0034532970021246
304,0.003855162998661399
335,0.005245282001851592
368,0.006434677001379896
405,0.00828330300282687
446,0.01042512300045928
490,0.012321590002102312
539,0.01575679799861973
593,0.018653460996574722
653,0.0228606930031674
718,0.029356621998886112
790,0.034456144996511284
869,0.043753612000728026
956,0.05173534100322286
1051,0.062147404001734685
1156,0.07585087100596866
1272,0.09285552200162783
1399,0.11157575099787209
1539,0.14188186299725203
1693,0.1718199819952133
1862,0.20577362000040011
1,4.749999789055437e-06
1,4.749999789055437e-06
1,2.8629947337321937e-06
1,3.283006662968546e-06
1,1.8860009731724858e-06
2,3.7710051401518285e-06
2,4.749002982862294e-06
2,3.3530013752169907e-06
2,4.749002982862294e-06
2,5.098998371977359e-06
3,4.818997695110738e-06
3,4.190995241515338e-06
3,4.399997123982757e-06
3,4.679997800849378e-06
4,4.749002982862294e-06
4,4.818997695110738e-06
5,7.123002433218062e-06
5,6.075999408494681e-06
6,6.285998097155243e-06
6,7.123999239411205e-06
7,7.6119977165944874e-06
7,1.5224999515339732e-05
8,1.606400473974645e-05
9,9.497998689766973e-06
10,1.6832003893796355e-05
11,1.152299955720082e-05
12,1.089499710360542e-05
13,1.5644996892660856e-05
14,1.4107994502410293e-05
16,2.060300175799057e-05
17,2.088300243485719e-05
19,2.667900116648525e-05
21,2.95429999823682e-05
23,3.170799755025655e-05
26,3.478099824860692e-05
28,4.113600152777508e-05
31,5.4616000852547586e-05
34,6.872400263091549e-05
37,6.236800254555419e-05
41,7.73840001784265e-05
45,9.205000242218375e-05
50,0.00012264100223546848
55,0.00015351099864346907
60,0.00017467300494899973
66,0.0002163680037483573
73,0.0002441649994580075
80,0.00027538400172488764
88,0.0003430600045248866
97,0.0004916120014968328
107,0.0005583100064541213
117,0.0006667039997410029
129,0.0008195859991246834
142,0.0010336499981349334
156,0.0010706649991334416
172,0.0013614139970741235
189,0.0016044619987951592
208,0.0021024289962952025
229,0.0023795589950168505
252,0.0027616599982138723
277,0.0036575129997800104
304,0.004245645002811216
335,0.0053510919969994575
368,0.006402689999958966
405,0.008086771005764604
446,0.009843136002018582
490,0.012262295000255108
539,0.014824487996520475
593,0.019058120000408962
653,0.023271917998499703
718,0.02799960700212978
790,0.033279321003647055
869,0.04340237999713281
956,0.0512810240034014
1051,0.06481875899771694
1156,0.07904813099594321
1272,0.09363467000366654
1399,0.11275557800399838
1539,0.1440515489957761
1693,0.17282625400548568
1862,0.20624749200214865
1,4.608999006450176e-06
1,1.4670004020445049e-06
1,2.3749962565489113e-06
1,1.4670004020445049e-06
1,2.44499824475497e-06
2,3.421999281272292e-06
2,1.8860009731724858e-06
2,1.4660035958513618e-06
2,3.3530013752169907e-06
2,3.3530013752169907e-06
3,4.749999789055437e-06
3,3.282002580817789e-06
3,4.8190049710683525e-06
3,4.608999006450176e-06
4,3.421999281272292e-06
4,3.7719946703873575e-06
5,6.215996108949184e-06
5,6.216003384906799e-06
6,3.840999852400273e-06
6,4.7489957069046795e-06
7,7.123999239411205e-06
7,5.727000825572759e-06
8,8.72999953571707e-06
9,9.707997378427535e-06
10,3.170799755025655e-05
11,9.149996913038194e-06
12,1.1035001080017537e-05
13,1.424799847882241e-05
14,1.4736004231963307e-05
16,1.543500547995791e-05
17,2.2628999431617558e-05
19,2.6191002689301968e-05
21,2.7167996449861676e-05
23,3.436199767747894e-05
26,2.9403003281913698e-05
28,4.63739997940138e-05
31,4.57459973404184e-05
34,6.886399933137e-05
37,7.249500049510971e-05
41,8.562499715480953e-05
45,0.00011125700257252902
50,0.0001152379991253838
55,0.00015602499479427934
60,0.0001975109989871271
66,0.00021196799934841692
73,0.0002698660027817823
80,0.0003014350004377775
88,0.00041862799844238907
97,0.0005180820007808506
